3-Letter ID,Call Sign,Country
TJE,TOMZAJET,Mexico
TJJ,BLESSED KID,Bahamas
TJK,TAJIKAIR,Tajikistan
TJS,TYROLJET,Austria
TJT,TWINJET,France
TKA,TOURLIZ,Kenya
TKC,TURKISH CARGO,Turkey
TKF,RAINBOW,United Kingdom
TKH,TRACKHOUSE,United States
TKJ,ANATOLIA,Turkey
TKK,TARKA,United States
TKM,TACOMA,United States
TKN,TOUCAN,Iran
TKR,TANKER,(None)
TKU,UGATRANS,Uganda
TLA,AEROCLA,Mexico
TLC,CARIB-X,United States
TLE,AEROUTIL,Mexico
TLI,SPIRIT,Germany
TLJ,TALJET,France
TLK,STARLINK,Canada
TLM,MENTARI,Thailand
TLN,AERO ATLA,Mexico
TLR,AIR LIBYA,Libya
TLS,TEALSY,United States
TLT,TURTLE,Fiji
TLU,AEROTOLUCA,Mexico
TLX,TELESIS,United States
TLY,TOPFLY,Spain
TLZ,TRANSLIZ,Sao Tome and Principe
TMA,TANGO LIMA,Lebanon
TMB,TOMBO,United States
TMC,TRAIL BLAZER,United States
TMD,TRANSMANDU,Venezuela
TME,TAIMEN,Mongolia
TMG,TRILINES,Indonesia
TMH,TIMERKHAN,Russia
TMI,TAMIRWAYS,Israel
TMJ,TAMGA,Kazakhstan
TMK,TOMAHAWK,United States
TML,TAM AIRLINE,Madagascar
TMM,WILLOW RUN,United States
TMN,TASMAN,Australia
TMP,TEMPUS,United States
TMQ,TRAM AIR,Mauritania
TMR,TAMARA,Niger
TMS,TEMSCO,United States
TMT,KAPOW,Malta
TMW,TRANS MALDIVIAN,Maldives
TMX,TRAMON,South Africa
TMZ,TRANS AMAZON,Venezuela
TNE,TAXINOROESTE,Mexico
TNF,TRANSFAS,Burkina Faso
TNI,INCA,United States
TNK,TONKA AIR,United States
TNL,SKY HORSE,Mongolia
TNO,AEROUNION,Mexico
TNR,TAN AIR,United States
TNU,TRANSNUSA,Indonesia
TNV,TRANSNORTHERN,United States
TNW,TRANS-NATION,Ethiopia
TNX,TRAINER,Hungary
TNY,TWINCAL,United States
TNZ,TEXEL CARGO,New Zealand
TOA,TOPCAT,United Kingdom
TOF,TOPCLIFFE,United Kingdom
TOG,TIOGA,United States
TOJ,TOJ AIRLINE,Tajikistan
TOK,BALUS,Papua New Guinea
TOM,TOMJET,United Kingdom
TON,TONGA,Tonga
TOP,AIR TOP,Turkey
TOR,HOMERUN,Canada
TOS,TROPISER,Belize
TOT,TOTAL EXPRESS,Brazil
TOW,TOWLINE,United Kingdom
TOY,TOYO AVIATION,Romania
TPA,TAMPA,Colombia
TPB,AERO TROPICAL,Angola
TPC,AIRCAL,France
TPD,TROPICAL,Dominican Republic
TPG,TRANSPEGASO,Mexico
TPJ,TEMPUS JETS,United States
TPL,INTERPILOT,Mauritania
TPM,TRANSPAIS,Mexico
TPN,AEREA DELNORTE,Mexico
TPO,TAXI-POTOSI,Mexico
TPS,TAPSA,Argentina
TPU,TRANS PERU,Peru
TPZ,TRANSPAZ,Mexico
TQE,TAXAIR,Mexico
TQN,TAQUAN,United States
TQQ,AVIATION TARCO,Sudan
TRA,TRANSAVIA,Netherlands
TRB,THAI REGIONAL,Thailand
TRC,TRACKER,United States
TRD,TRANS ISLAND,Barbados
TRF,THRUST,United States
TRG,TRANSCARGO,Sao Tome and Principe
TRH,TURUKHAN,Russia
TRJ,TRUJET,India
TRK,TURKISH REPUBLIC,Turkey
TRL,STARSTREAM,South Africa
TRM,SOTRANS,Mauritania
TRN,AEROTRON,Mexico
TRO,MOLOKAI,United States
TRP,TROOPER,United States
TRR,TRAMSON,Sudan
TRS,CITRUS,United States
TRT,TRANS ARABIAN,Sudan
TRU,TRI AIR,Uganda
TRW,TRANS-WEST,United States
TRX,TRANS-TERRESTRES,Mexico
TRY,TRISTAR AIR,United States
TRZ,TRANS-MERIDIAN,United States
TSA,AIRTRAF,France
TSC,AIR TRANSAT,Canada
TSD,TAFI,Brazil
TSG,TRANS-AIR-CONGO,Congo
TSJ,TARSIER,South Africa
TSK,TASHKENT AIR,Uzbekistan
TSL,THAI AVIATION,Thailand
TSM,SKYLOUNGE,Lebanon
TSN,AIR TRANS,Nigeria
TSP,TONLESAP AIR,Cambodia
TSQ,AIRTRA,Japan
TSR,SAN MARINO,San Marino
TSS,TRI-STATE,United States
TST,SHATA AIR,Nigeria
TSU,TRANSAUTO,United States
TSW,GRIZZLY,Austria
TSY,TRIPLE STAR,Egypt
TTA,KANIMANBO,Mozambique
TTC,TRANSTECO,Angola
TTD,INTERESTATALES,Mexico
TTE,TETON,United States
TTF,CARGO UNIT,Russia
TTG,VIETNAM CARGO,Vietnam
TTJ,TATRA,Slovakia
TTL,TOTAL,Brazil
TTM,TOUT-AIR,Mauritania
TTN,TITANIUM,South Africa
TTO,TRANSPORT TRANSIT,Madagascar
TTP,MIGHTY WING,Nigeria
TTR,ALAMAN AIR,Kazakhstan
TTS,TECNICO,Mexico
TTU,TANTALUS,Canada
TTV,WINSKY,Czech Republic
TTW,SMART CAT,China
TTX,TWISTER,United States
TUA,TURKMENISTAN,Turkmenistan
TUB,TRUE AVIATION,Bangladesh
TUD,TUNDRA,United States
TUG,TURKMENISTAN GOVERNMENT,Turkmenistan
TUI,TUI JET,Germany
TUJ,TAJA,Sudan
TUL,URSAL,Russia
TUN,TUNISIAN AIRFORCE,Tunisia
TUP,TUPOLEVAIR,Russia
TUR,VETURPI,Venezuela
TUS,TRUSTCO,Namibia
TUX,TUNEXPRESS,Tunisia
TUY,AEREOTUY,Venezuela
TUZ,UTAT,Turkmenistan
TVA,TRANS-AMERICA,United States
TVD,AEROFLIGHT,United States
TVF,FRANCE SOLEIL,France
TVJ,THAIVIET JET,Thailand
TVL,TRAVEL SERVICE,Hungary
TVP,JET TRAVEL,Poland
TVQ,SLOVAKTRAVEL,Slovakia
TVR,TERRAAVIA,Moldova
TVS,SKYTRAVEL,Czech Republic
TVT,TAXIS TOLUCA,Mexico
TVV,PARAMITA,Indonesia
TWB,TEEWAY,South Korea
TWC,CANAIR,Congo
TWD,TRADEWINGS,Nigeria
TWF,CLOUD RUNNER,United Kingdom
TWG,TWIN-GOOSE,Germany
TWI,TAILWIND,Turkey
TWT,TRANSWISATA,Indonesia
TWW,WELWITCHIA,Angola
TWY,TWILIGHT,United States
TXA,TEXAIR,United States
TXC,TRANSEXPORT,Belarus
TXD,TAXI OESTE,Mexico
TXF,ALFE,Mexico
TXG,CARGO BOX,United States
TXH,TEXTRON,Canada
TXI,AEREOTAXIS,Mexico
TXJ,TAIXIANG,China
TXL,TAXI COZATL,Mexico
TXM,TAXIMEX,Mexico
TXN,TEXAS NATIONAL,United States
TXP,TAJIK EXPRESS,Tajikistan
TXT,TEXAS CHARTER,United States
TXV,TAXIVALLARTA,Mexico
TXX,COWBOY,United States
TXZ,EXPRESS AIR,Thailand
TYA,TAIMYR,Russia
TYG,TIANYI,China
TYJ,TYROL MALTA,Malta
TYT,TRINITY,Ireland
TYW,TYROL AMBULANCE,Austria
TZA,AERO TOMZA,Mexico
TZK,TAJIKISTAN,Tajikistan
TZP,ZIPPY,Japan
TZR,RAIN-BEE,Venezuela
TZS,TOKA,Georgia
TZT,ZAMBEZI,Zimbabwe
UAB,UNITED ARABIAN,Sudan
UAC,UNITAIR,Zimbabwe
UAE,EMIRATES,United Arab Emirates
UAF,UNIFORCE,United Arab Emirates
UAG,SAKTA,Latvia
UAL,UNITED,United States
UAP,AIRWING,United Arab Emirates
UAT,UZTECH,Uzbekistan
UBA,UNIONAIR,Myanmar
UBD,URAIR,Iraq
UBG,BANGLASTAR,Bangladesh
UBS,BARBEDOS,Nigeria
UBT,LONGBOAT,United Kingdom
UCA,COMMUTAIR,United States
UCB,EAGLE EYE,Netherlands
UCC,UGANDA CARGO,Uganda
UCG,UNIWORLD,Panama
UCH,US CHARTER,United States
UCK,GALETA,Kazakhstan
UCM,MULE-FLIGHT,United States
UCO,UCOAVIACION,Spain
UCS,UNITED CARRIERS,United States
UDG,UNDERDOG,United States
UEA,UNITED EAGLE,China
UEE,EAGLE SLOVENIA,Slovenia
UEJ,JETCORP,United States
UFA,FLIGHT ACADEMY,Ukraine
UFS,FEEDER FLIGHT,United States
UFX,RAGNAR,United Kingdom
UGA,UGANDA,Uganda
UGB,UGAWINGS,Uganda
UGC,URGEMER,Spain
UGD,CRESTED,Uganda
UGJ,UNIJET,Czech Republic
UGL,UGLY VAN,United States
UGP,SHARINK,Russia
UGS,SKY UGANDA,Uganda
UGX,CRANE,Uganda
UHL,UKRAINE COPTERS,Ukraine
UHO,HELIOPS,Ukraine
UIT,ARTIC,Norway
UJC,ULTIMATE,United States
UJR,UNIVERSAL JET,Mexico
UKA,BLACK JET,United Kingdom
UKL,UKRAINE ALLIANCE,Ukraine
UKN,ENTERPRISE UKRAINE,Ukraine
UKP,POLICE,United Kingdom
UKT,UKTUS,Russia
ULA,ULTRAJET,United States
ULC,ALBI,Malta
ULH,ULTIMATE HELI,South Africa
ULR,VIPER,South Africa
ULT,ULTRAIR,United States
UMZ,UMZA,Nigeria
UNA,UNITED ASIA,China
UNC,UNICOPTER,Denmark
UND,ATUNEROS UNIDOS,Mexico
UNF,UNION FLIGHTS,United States
UNI,UNICAIR,Germany
UNO,UNITED NATIONS,(None)
UNQ,UNIQUE,South Africa
UNT,UNIVERSITARIO,Mexico
UNY,UNIVERSITY,Sweden
UPL,PILOT SCHOOL,Ukraine
UPS,UPS,United States
UPV,UPAVON,United Kingdom
URA,ROSAVIA,Ukraine
URF,SURFAIR,United States
URG,URGA,Ukraine
URI,URI AIR,South Korea
URJ,STARAV,Pakistan
URO,EURO,United Kingdom
USA,SILK,Uzbekistan
USB,TUSHETI,Georgia
USC,STAR CHECK,United States
USH,US-HELI,United States
USJ,USJET,United States
USR,US ARMY,United States
USW,AKSAR,Uzbekistan
USX,TERRAKEA,Mexico
USY,UNISKY,Germany
UTA,UTAIR,Russia
UTG,UTAGE,Equatorial Guinea
UTH,UTAIR HELICOPTERS,Russia
UTN,UT-UKRAINE,Ukraine
UTP,UNI-TOP,China
UTR,UTAIR LIMITED,Russia
UTS,AIRRUH,Ukraine
UTT,ARABIAN TRANSPORT,Uganda
UTY,UNITY,Australia
UVA,UNIVERSAL,United States
UVL,UNIVERSALAIR,Malta
UVM,UVAVEMEX,Mexico
UVN,SENYARI,Kuwait
UVT,TAT-JET,Russia
UWA,GRUMPY,United States
UWD,UPWARD,United States
UWJ,UKRAINIAN WINGS,Ukraine
UZA,CONSTANTA,Ukraine
UZB,UZBEK,Uzbekistan
UZP,PANORAMA,Uzbekistan
UZS,SAMARKAND,Uzbekistan
UZU,SPACEBEE,Uzbekistan
VAA,EUROVAN,Czech Republic
VAC,VALORAVIA,Kyrgyzstan
VAD,VALLES,Spain
VAE,AIR-EVANS,Spain
VAG,VIETRAVEL AIR,Vietnam
VAJ,TRUBADIX,San Marino
VAL,VOYAGEUR,Canada
VAM,YUNEK,Venezuela
VAN,CAMEL,Mauritania
VAQ,VAQUERO,Spain
VAR,VARNEY,United States
VAS,ATRAN,Russia
VAW,SOFIA JET,Bulgaria
VAX,AVAX,Malawi
VBA,NOVE,Bulgaria
VBB,AIR LUBO,Bulgaria
VBW,BURKINA,Burkina Faso
VCG,THUNDER CAT,United Kingdom
VCH,CONSORCIO HELITEC,Venezuela
VCI,CI-TOURS,Ivory Coast
VCJ,OBELIX,Malta
VCM,CARMEN,United States
VCR,VOE CRUISER,Brazil
VCT,VISCOUNT AIR,United States
VCU,SACEU,Venezuela
VCV,CONVIASA,Venezuela
VCY,VINCY,Saint Vincent
VDA,VOLGA,Russia
VDC,PRIVIUM,Spain
VDG,VIAJES DON GOYO,Mexico
VDO,AVANDARO,Mexico
VDR,VOLDIR,France
VEA,AEROAVILA,Venezuela
VEC,VECAR,Venezuela
VEJ,VENEJECUTIV,Venezuela
VEK,ROTCEV,Russia
VEN,TRANSAVEN AIRLINE,Venezuela
VES,VIEQUES,United States
VET,POINSETT AIR,United States
VEX,VIRGIN EXPRESS,Belgium
VFC,VASCO AIR,Vietnam
VFM,VIFEMED,Mexico
VFS,VISION FLIGHT,United States
VGA,AIR VICTORY,China
VGB,HONG XIANG,China
VGC,VANGUARDIA COLIMA,Mexico
VGG,BLUE WHITE,United Arab Emirates
VGL,PREFECT,United Kingdom
VGN,VIRGIN NIGERIA,Nigeria
VGO,VIRGO,Thailand
VGS,SMART,Netherlands
VGT,AVANTIS,Gabon
VGV,VOLOGDA AIR,Russia
VGX,GALACTIC,United States
VHA,AIR V-H,Angola
VHC,WILDCAT,United States
VHS,VALAIRHELI,Switzerland
VHT,VEGAS HEAT,United States
VIC,VIP-EJECUTIVO,Mexico
VID,VID-AIR,Central African Republic
VIE,VIP EMPRESARIAL,Mexico
VIG,VEGA AVIATION,Sudan
VIH,VICHI,Moldova
VIJ,AERO VIGO,Spain
VIL,TURTLE DOVE,United Kingdom
VIN,VINAIR,Portugal
VIO,VIATOR,Slovenia
VIP,SOVEREIGN,United Kingdom
VIR,VIRGIN,United Kingdom
VIS,DREAM BIRD,Pakistan
VIT,AVIASTAR,Indonesia
VIV,AEROENLACES,Mexico
VIZ,AEROVIZ,Ukraine
VJA,ICONIC,United States
VJC,VIETJETAIR,Vietnam
VJH,VISTA GERMANY,Germany
VJI,SILVER JET,India
VJM,VIAJES MEXICANOS,Mexico
VJS,CARBON,Malta
VJT,VISTA JET,Malta
VKA,VULKAN AIR,Ukraine
VKG,VIKING,Denmark
VKN,TRUE NORTH,Canada
VKO,VIKINGO,Venezuela
VKY,VALKYRIE,United States
VLA,NALAU,South Africa
VLB,VOLTA,Bulgaria
VLG,VUELING,Spain
VLJ,VALJET,France
VLM,RUBENS,Belgium
VLN,VALAN,Moldova
VLO,VELOG,Brazil
VLR,VOLAX,Mexico
VLS,VIREL,Mexico
VLT,VERTICAL,Russia
VLV,VLADLIFT,Russia
VLW,VALO AVIATION,Bahrain
VLX,AVOLAR,United States
VLY,VALLEY,United States
VLZ,VOLARE,United Kingdom
VMA,VERO MONMOUTH,United States
VME,AVIAMERICA,Mexico
VMP,VAMPIRE,Denmark
VMS,VICTOR MIKE,Thailand
VMT,VOLUXIS MALTA,Malta
VND,AVINORD,Italy
VNE,VENEZOLANA,Venezuela
VNR,AVANTAIR,United States
VNS,AEROVENA,Mexico
VNT,VENTURA,United States
VNX,VANCE,United States
VOA,VOAR,Brazil
VOC,COSTA RICAN,Costa Rica
VOE,VOLOTEA,Spain
VOI,VOLARIS,Mexico
VOL,VOLAERO,Ireland
VOR,FLIGHT CAL,United Kingdom
VOS,JETSAL,El Salvador
VOZ,VELOCITY,Australia
VPC,SOLAR,Estonia
VPE,VIVA PERU,Peru
VPP,VINTAGE,United States
VPT,POTOK,Russia
VQI,VILLA AIR,Maldives
VRA,RAPID,Australia
VRB,SILVERBACK,Rwanda
VRC,VERACRUZ,Mexico
VRD,REDWOOD,United States
VRE,COTE D'IVOIRE,Ivory Coast
VRG,VARNA LINES,Bulgaria
VRH,SKY VICTOR,Iran
VRI,VILLARICA,Mexico
VRL,VOAR LINHAS,Angola
VRO,AEROVITRO,Mexico
VRS,VAIRSA,Mexico
VSA,STARBIRD,South Africa
VSB,VICKERS,United Kingdom
VSM,VIETSTAR,Vietnam
VSR,AVIOSTART,Bulgaria
VSS,WATERBIRD,United States
VSV,VLASTA,Kazakhstan
VTA,AIR TAHITI,France
VTB,SUXAIR,Hungary
VTE,VOLUNTEER,United States
VTG,ATACARGO,Angola
VTH,VUELOS TEHUACAN,Mexico
VTI,VISTARA,India
VTK,VOSTOK,Russia
VTM,AERONAVES TSM,Mexico
VTO,VITOSHA,Malta
VTS,EVERTS,United States
VTT,VIATRANSPORT,Sudan
VTU,TURPIAL,Venezuela
VTY,VICTORY,Nigeria
VUE,FLIGHTVUE,United Kingdom
VUK,VUKANI,South Africa
VUN,AIRIVOIRE,Ivory Coast
VUO,AEROVUELOX,Mexico
VUR,VIPEC,Ecuador
VUS,HARBINGER,United States
VVA,LOAD SHARK,Ukraine
VVB,VEE-TRANS,United Kingdom
VVC,VIVA COLOMBIA,Colombia
VVD,LIVERBIRD,United Kingdom
VVG,AEROVILLA,Colombia
VVM,JACKPOT,China
VVT,AVIATSA,Honduras
VVV,VALAIRJET,Portugal
VWA,VENTURE WEST,United States
VXG,AVIREX-GABON,Gabon
VXM,GOS HAWK,San Marino
VXP,AVELO,United States
VXS,VOLUXIS,United Kingdom
VYE,JET SOLUTIONS,Mexico
VYR,VEYRON,United States
VYT,ANGLESEY,United Kingdom
VYU,VAAYU,United Arab Emirates
VZA,AVEAIR,Venezuela
VZK,VZLET POLAR,Russia
VZL,VZLYET,Russia
WAA,WESTAIR WINGS,Namibia
WAB,WABASH,United States
WAC,WESTAF CARGO,Mauritania
WAD,VULCAN,United Kingdom
WAE,WESTERN EXPRESS,United States
WAF,FLAMENCO,United States
WAI,BUSHWOOD,United States
WAL,DORAL,United States
WAM,TAXI CARGO,Sudan
WAN,WATANIYA,Kuwait
WAR,WARBIRDS,New Zealand
WAV,WARBELOW,United States
WAW,WING SHUTTLE,United States
WAY,GARONNE,France
WAZ,WIZZ SKY,United Arab Emirates
WBA,ALBAJET,France
WBC,WABAC,United States
WCC,WEST COAST,United States
WCD,WHITE CLOUD,South Korea
WCG,WARSAW CARGO,Poland
WCM,WORLD CARGO,Malaysia
WCO,COLUMBIA HELI,United States
WCP,WHITECAP,United States
WCY,TITAN AIR,United States
WDA,ADAM,San Marino
WDE,SANDSTONE,United States
WDG,WATCHDOG,United Kingdom
WDK,WOODSTOCK,United Kingdom
WDR,WIND RIDER,United States
WDS,WINDS,United States
WDW,WOODWARD,United States
WDY,WINDY CITY,United States
WEA,DAYSTAR,Netherlands
WEB,WEB-BRASIL,Brazil
WED,WENDA,China
WEJ,WE JET,United States
WEN,ENCORE,Canada
WES,WEST INDIAN,United States
WET,BAREFOOT,Malta
WEV,VICTORIA,Uganda
WEY,WEB ACADEMY,Portugal
WFC,SWIFTCOPTERS,Switzerland
WFD,AVRO,United Kingdom
WFH,WANFENG,China
WFL,BLUE WORLD,Spain
WGN,WESTERN GLOBAL,United States
WGP,GRAND PRIX,United Kingdom
WHB,HOSHAM AIR,Sudan
WHE,WESTLAND,United Kingdom
WHG,CHEER,China
WHR,TANGI,United States
WHS,WEEKING,Germany
WHT,WHITEJET,Portugal
WIA,WINDWARD,Netherlands
WID,WIDGEON,Belarus
WIF,WIDEROE,Norway
WIG,WIGGINS AIRWAYS,United States
WIL,WILLAMETTE,United States
WIN,TEME AIRLINES,Mexico
WIS,WISCAIR,United States
WIT,STRIKER,United Kingdom
WIW,VEE-AVIA,Ukraine
WIZ,WIZARD,United Kingdom
WJA,WESTJET,Canada
WJM,WINDSOR JET,United States
WJT,WIJET,France
WKT,WHITE KNIGHT,United Kingdom
WLB,WINGS LEBANON,Lebanon
WLC,WELCOMEAIR,Austria
WLD,WILDERNESS,South Africa
WLF,SKY BLUE,China
WLK,SKYWATCH,South Africa
WLL,WELTALL,Russia
WLM,RIBICA,Slovenia
WLN,WEST LINK,Nigeria
WLS,WILLIAMS AIR,United States
WLT,WINGLET,United States
WLV,WOLVERINE,United States
WMA,WATERMAKERS,United States
WML,MARLIN,United States
WMN,WATERMAN,United States
WMT,WIZZ MALTA,Malta
WMU,SKYBRONCO,United States
WNA,WINAIR,United States
WND,WINDANCER,United States
WNE,CRUSH,United States
WNR,WONDAIR,Spain
WOA,WORLD,United States
WOF,FIREWISE,South Africa
WOK,WOKAIR,Czech Republic
WOL,WINGJET,Guyana
WON,WINGS ABADI,Indonesia
WPA,WESTPAC,Solomon Islands
WPC,COMMAND AIR,Venezuela
WPH,WAT PHNOM,Cambodia
WPK,WOLF PACK,Canada
WPR,WESTPAC RESCUE,New Zealand
WPT,NEW BLUE,Portugal
WRC,WIND ROSE,Ukraine
WRF,WRIGHT FLYER,United States
WRR,WRAP AIR,United States
WRT,WRIGHT-AIR,United States
WSG,WASAYA,Canada
WSH,WEST STAR,Saudi Arabia
WSI,WIND SPIRIT,United States
WSM,WISMAN,United States
WSN,WINGSPAN,United States
WSP,WHISPER JET,United States
WST,WESTERN AIR,Bahamas
WTJ,BRASILJETS,Brazil
WTN,TARNISH,United Kingdom
WTV,WESTAVIA,United States
WUA,YAJIE AIR,China
WUE,FASTY,Germany
WUK,WIZZ GO,United Kingdom
WUP,UP JET,United States
WVA,WABASH VALLEY,United States
WVE,CLEAR WAVE,United States
WVU,COUNTRY ROADS,United States
WWA,WILKEN AIR,Kenya
WWF,WILD WATCH,United States
WWI,WORLDWIDE,United States
WWN,NOVAWEST,Venezuela
WWP,WINGO PANAMA,Panama
WXX,WHISPER FLIGHT,United States
WYC,WYCOMBE,United Kingdom
WYF,WAYFARER,United States
WYG,WYOMING,United States
WYM,WORLD CLASS,United States
WYT,WYTON,United Kingdom
WZE,APHRODITE,Cyprus
WZM,MATILDA,United States
WZZ,WIZZAIR,Hungary
XAA,ROCKFISH,United States
XAB,AERO XABRE,Mexico
XAE,AURA,Czech Republic
XAI,PEX AIR,China
XAK,SUNEXPRESS,Kenya
XAL,BAJANSTAR,Barbados
XAM,ALLIANCE,United States
XAP,MID-TOWN,United States
XAR,TRAVEL EXPRESS,Indonesia
XAU,PEARL,Uganda
XAV,AVIAPROM,Russia
XAX,XANADU,Malaysia
XCA,COLT,Brazil
XCC,XCALAK,Mexico
XCH,EXCHANGE,United Kingdom
XCN,FIRE SCAN,United States
XED,BUNNY,Luxembourg
XEJ,RED TAIL,Nigeria
XEL,HELI EXCEL,United Kingdom
XEN,ZEN JET,United States
XER,XEROX,United States
XFL,EX-FLIGHT,United States
XFX,AIRCORP,New Zealand
XGN,NEXGEN,United States
XGO,PASTIS,Germany
XJC,EXCLUSIVE JET,United Kingdom
XKY,SKY RACER,Philippines
XLE,AQUILA,Nigeria
XLF,STARWAY,France
XLJ,XCEL JET,United States
XLK,SAFARILINK,Kenya
XLL,TINGA-TINGA,Tanzania
XLR,TEXEL,Bahrain
XLS,EXCELAIRE,United States
XLT,INFRAERO,Brazil
XMI,ZEMI,United States
XMR,AUTHORITY,Ireland
XMS,SANTA,United Kingdom
XMT,CRUSADER,Malta
XMX,SENEAM,Mexico
XRC,TUNISIA CARGO,Tunisia
XRO,CRAMER,Netherlands
XSK,STARK AIR,United States
XSM,AIRSMART,United States
XSN,SANTANA,United States
XSR,AIRSHARE,United States
XTA,TEXTRA,Mexico
XTH,BRIGHT PEARL,China
XTO,EXPRESS TOURS,Gabon
XTX,ZAFIRO,Spain
XUM,AWESUMAIR,South Korea
XYZ,RAINBIRD,United States
YAK,YAK AVIA,Russia
YAP,WHITEKEKO,Poland
YEL,YELLOWSTONE,United States
YOG,YOGAN AIR,United States
YSY,RADIO,(None)
YZR,YANGTZE RIVER,China
ZAK,ZAMBIA SKIES,Zambia
ZAV,ZETAVIA,Ukraine
ZAZ,APPROACH,(None)
ZBA,BOSKY,Kenya
ZIZ,INFORMACION,(None)
ZOM,ZOOM,India
ZOZ,OCEANA,(None)
ZRZ,CONTROLE,(None)
ZTZ,TOWER,(None)
